model,spearman_national,spearman_nyc,q5_q1_spread_national,q5_q1_spread_nyc,n_test,n_test_nyc,horizon,test_year,n_train
gbm_national,0.31139339201905,0.4714628346542909,0.0264491372139951,0.0530473276666254,16740,817,1,2014,190290
gbm_recency,0.3098997986288938,0.4681736580337186,0.0267419998527794,0.0527658405993435,16740,817,1,2014,190290
ridge_national,0.2846306602155146,0.4719984954056798,0.0253048198172979,0.0501658669666372,16740,817,1,2014,190290
gbm_nyc_only,0.1005406239786474,0.434650686608688,0.0122214759505924,0.0534919596683373,16740,817,1,2014,190290
momentum_1y,0.264333725577586,0.4105839969427122,0.022566631340064,0.0504411681266188,16740,817,1,2014,190290
momentum_5y,0.0508126459791863,0.3367200577590254,0.0045821252832692,0.0397442055781667,16740,817,1,2014,190290
catch_up_price,0.1847851147315061,-0.1941303173731089,0.0179123443195938,-0.0258473205295136,16740,817,1,2014,190290
catch_up_neighbors,0.2104078783656338,0.0967759617336264,0.0192860912446545,0.0026713118993712,16740,817,1,2014,190290
gbm_national,0.4162631551613965,0.5906447532840093,0.0374405193942498,0.0670184026301995,16965,820,1,2015,207030
gbm_recency,0.4237351297636385,0.6014738853335448,0.0377697797426926,0.0689526720854975,16965,820,1,2015,207030
ridge_national,0.4244147183774905,0.645085012132931,0.0378166479792258,0.0720751626247219,16965,820,1,2015,207030
gbm_nyc_only,0.2168883170228064,0.5557926897281046,0.0202564764517632,0.0586008753620167,16965,820,1,2015,207030
momentum_1y,0.3146849159206321,0.4445796096222917,0.0283996753089379,0.0463298640414655,16965,820,1,2015,207030
momentum_5y,0.1074273539806876,0.2322829134208888,0.0091683938321456,0.0280057452628112,16965,820,1,2015,207030
catch_up_price,0.3388050158152407,0.0820833623067662,0.0318933080294165,0.0115245394832866,16965,820,1,2015,207030
catch_up_neighbors,0.3174011080815172,0.2352751250181031,0.0290257906813325,0.026842881496171,16965,820,1,2015,207030
gbm_national,0.3950091645041358,0.6523355986697539,0.0324415121441466,0.0607729735010703,17549,824,1,2016,223995
gbm_recency,0.3979336026760439,0.6599676554143399,0.0331058561142321,0.059838262518041,17549,824,1,2016,223995
ridge_national,0.3780293786719378,0.6868795947060407,0.0319771772556068,0.0606440317889121,17549,824,1,2016,223995
gbm_nyc_only,0.2859238347022458,0.5705819987795709,0.0232288063152092,0.0511735279122417,17549,824,1,2016,223995
momentum_1y,0.3554887341306195,0.5835525574808423,0.029725457857515,0.0548374886739672,17549,824,1,2016,223995
momentum_5y,0.2295502384791017,0.2301267736355838,0.0182888835120688,0.0243783244653465,17549,824,1,2016,223995
catch_up_price,0.2837873867216315,0.1737710290747367,0.024242018500989,0.0165854608774336,17549,824,1,2016,223995
catch_up_neighbors,0.2542297553027991,0.2981918314202625,0.0221979345227501,0.0269309265147273,17549,824,1,2016,223995
gbm_national,0.504827985001797,0.6688146706017367,0.0456773253365386,0.0711533159523242,17752,825,1,2017,241544
gbm_recency,0.5076676964868857,0.6708416875209702,0.0460374661272682,0.0720032975093926,17752,825,1,2017,241544
ridge_national,0.4982830795037777,0.6867602563636791,0.0451319378413749,0.0726841947717043,17752,825,1,2017,241544
gbm_nyc_only,0.4050317040069813,0.5587012987012987,0.0380335516375147,0.061416619161381,17752,825,1,2017,241544
momentum_1y,0.3518686068878848,0.5702512389284675,0.0310699688540946,0.0643968669918286,17752,825,1,2017,241544
momentum_5y,0.3026777844686159,0.2874826045188459,0.0274264070111977,0.0247764617840825,17752,825,1,2017,241544
catch_up_price,0.4680676532101339,0.3892941877934474,0.0434166002180922,0.0455567712751459,17752,825,1,2017,241544
catch_up_neighbors,0.4108838654635438,0.3869822051157208,0.0377618224087968,0.0443359843934325,17752,825,1,2017,241544
gbm_national,0.4213362065918838,0.517834605293872,0.0366212768808716,0.0700440936862856,17963,826,1,2018,259296
gbm_recency,0.4259851847960619,0.5205418064811831,0.0371634154622824,0.0713837450766035,17963,826,1,2018,259296
ridge_national,0.4077960330087314,0.5071639241417693,0.0347677909942048,0.0699676037052525,17963,826,1,2018,259296
gbm_nyc_only,0.3480038260783376,0.4063129025586754,0.030342627417484,0.0568401644867975,17963,826,1,2018,259296
momentum_1y,0.2872560196517353,0.3237349469684504,0.0253808485667471,0.0342761848131508,17963,826,1,2018,259296
momentum_5y,0.2602633260229137,0.1499058562844199,0.0220606025959412,0.0211276929363774,17963,826,1,2018,259296
catch_up_price,0.4630131590471346,0.5462864616784237,0.0402766382931774,0.0720980160108533,17963,826,1,2018,259296
catch_up_neighbors,0.3345410303292538,0.3350323232798139,0.0291123963598627,0.043988621267122,17963,826,1,2018,259296
gbm_national,0.4694230795234252,0.7420047210397156,0.0329610747182738,0.0975133940211647,18397,829,1,2019,277259
gbm_recency,0.4744553165387918,0.7487146256394961,0.0331787479588561,0.0972917624657392,18397,829,1,2019,277259
ridge_national,0.442572981282072,0.7157097472598739,0.0312753252205801,0.0920803850272294,18397,829,1,2019,277259
gbm_nyc_only,0.4335504322072561,0.6902448204734815,0.0303614341032299,0.0888065870488355,18397,829,1,2019,277259
momentum_1y,0.3270355581014996,0.6125936949120603,0.0238324233781265,0.0814865730641437,18397,829,1,2019,277259
momentum_5y,0.3592054984277127,0.4049093132927308,0.0243960329432808,0.0519443107155423,18397,829,1,2019,277259
catch_up_price,0.4390092998256027,0.7007998427864709,0.031437758328049,0.0912451361031282,18397,829,1,2019,277259
catch_up_neighbors,0.3096312214551081,0.3953073092747234,0.0223942048102518,0.0499901410219276,18397,829,1,2019,277259
gbm_national,0.3204432749781628,0.3119215204553464,0.0384255066727889,0.07211857962387,18475,829,1,2020,295656
gbm_recency,0.3225702816068543,0.3204366845890932,0.0388314254241506,0.0716556382002028,18475,829,1,2020,295656
ridge_national,0.2636874218044721,0.1453665503783635,0.0318083295119093,0.0351145828295781,18475,829,1,2020,295656
gbm_nyc_only,0.3169963473112865,0.3390649291454379,0.0381324040209883,0.0761286644783479,18475,829,1,2020,295656
momentum_1y,0.1600460846815962,0.213248146516943,0.0177845646450025,0.0546641583439572,18475,829,1,2020,295656
momentum_5y,0.1864278880781139,-0.0411294556923029,0.0228900370039335,0.0009211656842852,18475,829,1,2020,295656
catch_up_price,0.3148769043990221,0.4659200498432604,0.0399313407204366,0.0935145600986415,18475,829,1,2020,295656
catch_up_neighbors,0.1795206061792117,0.0618163189450501,0.0237660984512254,0.0139142238497902,18475,829,1,2020,295656
gbm_national,-0.0298941193069725,0.3743121644810742,-0.0008147205069934,0.0400091348149649,18643,829,1,2021,314131
gbm_recency,-0.027848731325134,0.3832928188339449,-0.000365948231681,0.042519094046689,18643,829,1,2021,314131
ridge_national,-0.0230186083399332,0.2860714163098083,-0.0015200546961195,0.0301303622875271,18643,829,1,2021,314131
gbm_nyc_only,-0.0373923008304207,0.403661891495283,-0.0017500320549448,0.0461956688452454,18643,829,1,2021,314131
momentum_1y,0.258628028602826,0.6584318076838744,0.027840389260203,0.0825930451389524,18643,829,1,2021,314131
momentum_5y,0.0280642952934398,0.2684903679411105,0.0046635221133856,0.0313784692169922,18643,829,1,2021,314131
catch_up_price,-0.1537598576694642,0.0593152702065407,-0.0146800279763089,0.0015197069568143,18643,829,1,2021,314131
catch_up_neighbors,-0.1383227711992643,-0.1261473282857304,-0.0133554605016067,-0.017019103061829,18643,829,1,2021,314131
gbm_national,0.0564635157567165,0.4772572221018126,0.0060210255449828,0.0931082964881622,19036,829,1,2022,332774
gbm_recency,0.0513631613342753,0.4781328492235054,0.0061830959103633,0.0907478736169047,19036,829,1,2022,332774
ridge_national,0.0821559370870852,0.439362316313031,0.0066958077714142,0.0809302636683146,19036,829,1,2022,332774
gbm_nyc_only,0.0250245163769129,0.4456744479359721,0.0019237209120187,0.08327580652537,19036,829,1,2022,332774
momentum_1y,0.0338552915596834,0.2863106277314639,0.0078401581166759,0.0650205472859463,19036,829,1,2022,332774
momentum_5y,-0.0151642721000506,0.3492071660444213,-6.732433859457914e-05,0.0779871542136279,19036,829,1,2022,332774
catch_up_price,0.13660080746153,0.4274755075265135,0.0078327341310871,0.0650335176443514,19036,829,1,2022,332774
catch_up_neighbors,0.0995639370037052,0.1077505874773627,0.0043543397654476,0.0092226165963355,19036,829,1,2022,332774
gbm_national,0.2333778952178999,0.5469004155871766,0.0199759784446122,0.0818596412699631,19084,830,1,2023,351810
gbm_recency,0.2263698525383976,0.5628932892867976,0.0190804442864864,0.0838582449324056,19084,830,1,2023,351810
ridge_national,0.2403405256209934,0.4721363827320273,0.019890555075814,0.0696181945653863,19084,830,1,2023,351810
gbm_nyc_only,0.199613002115324,0.592970679930926,0.0169147128486668,0.0830878031425651,19084,830,1,2023,351810
momentum_1y,0.1661088605851138,0.6001549176724731,0.0141061261010648,0.0852460821697057,19084,830,1,2023,351810
momentum_5y,0.2489832346581279,0.4110992395385648,0.0218630916753894,0.0722189299684586,19084,830,1,2023,351810
catch_up_price,0.1717754106342987,0.1968588537214882,0.0134534071241654,0.0297511109437101,19084,830,1,2023,351810
catch_up_neighbors,0.1430182343660068,0.0337712100828972,0.0107282039523499,0.0011966552724256,19084,830,1,2023,351810
gbm_national,0.0039830353147512,0.1415499543299552,-0.0016910532133987,0.0129052584237993,19396,831,1,2024,370894
gbm_recency,0.0271949926011591,0.1374721672025508,0.0011273691228474,0.0122360074400176,19396,831,1,2024,370894
ridge_national,-0.0340576621156801,0.1362952016340842,-0.0043458613065006,0.0102876243410548,19396,831,1,2024,370894
gbm_nyc_only,0.0054016309402388,0.11408285181827,-0.002193545776569,0.009320463803954,19396,831,1,2024,370894
momentum_1y,0.1342346662659417,0.1723778208906312,0.0097280313539234,0.013582866220809,19396,831,1,2024,370894
momentum_5y,0.0924845861939402,0.0177600947662259,0.008530648628833,0.0037605271335741,19396,831,1,2024,370894
catch_up_price,-0.2075627129457165,0.0478972122870822,-0.0197288752565894,0.0016879619222684,19396,831,1,2024,370894
catch_up_neighbors,-0.1689209370992237,0.0345585168665412,-0.0164573204479424,-0.0021011376326098,19396,831,1,2024,370894
gbm_national,0.1535178054904342,-0.0406010462287918,0.0120284358978912,0.0005741493581054,19396,831,1,2025,390290
gbm_recency,0.1791094264522515,0.027397823730356,0.0150027009802389,0.0043812753972391,19396,831,1,2025,390290
ridge_national,0.0660741752359049,-0.1973662352827025,0.0038949720872309,-0.0174340095818422,19396,831,1,2025,390290
gbm_nyc_only,0.0874516964044482,-0.0501970043461822,0.0053832901987867,-0.0023639097691634,19396,831,1,2025,390290
momentum_1y,0.2225314330218457,0.1003177664838749,0.020009259210549,0.0130351233322743,19396,831,1,2025,390290
momentum_5y,0.1202847795721618,0.0973573214555394,0.0099991458157162,0.0138316025403482,19396,831,1,2025,390290
catch_up_price,-0.1700153473135651,-0.4479372153986677,-0.017298431379755,-0.0404642876030557,19396,831,1,2025,390290
catch_up_neighbors,-0.165240347495661,-0.3222596412221723,-0.0156899925891182,-0.0309633298327068,19396,831,1,2025,390290
