origin_year,n,log_price_rel_metro,log_price_rel_metro_nyc,nbr_log_price_gap,nbr_log_price_gap_nyc,price_to_income,price_to_income_nyc,rent_yield,rent_yield_nyc,log_income,log_income_nyc,bachelors_share,bachelors_share_nyc,mom_1y,mom_1y_nyc,mom_5y,mom_5y_nyc,unemployment_rate,unemployment_rate_nyc
2011,15293,-0.17836869663221414,0.2732604660319782,-0.22443858181111512,-0.027548996170306518,,,,,,,,,-0.03345125816569798,0.4540904113021785,-0.12814030018049902,0.3873529073223104,,
2012,16184,-0.2855248685553369,0.13579993315964162,-0.3075156322108149,-0.14947677910602253,,,,,,,,,0.021336073632440413,0.37260318375497464,-0.22854740384459457,0.27166178674865804,,
2013,16526,-0.44244484687322844,-0.10123269081226496,-0.4238582142886899,-0.28498907604826046,-0.24371822979679228,0.3642712250821276,,,-0.3825752078150377,-0.5596839226658438,-0.3586598275292155,-0.35371305258130464,0.167132810075762,0.19425828372683643,-0.25969955892833313,0.04540325214404315,0.31628715844021016,0.3284234615575994
2014,16740,-0.532507428008957,-0.38060295028642216,-0.4689881393404806,-0.40414944651102935,-0.2863947802035526,0.1514822605345538,,,-0.4481947234427848,-0.6887907585023292,-0.44811423281233265,-0.6444554922088233,0.21820934644228293,0.048600080510943014,-0.12812497986641158,-0.12897971546137685,0.36538184411630975,0.39291005767836756
2015,16966,-0.5976388735098309,-0.5963043937435666,-0.49438169698983764,-0.4706726195664117,-0.32578032787694616,-0.07300056852507378,0.5514870590622917,0.8002557544757034,-0.47440493655052923,-0.6906102078706117,-0.4924892781952498,-0.7621289907458221,0.2557715507834176,0.1986598557089294,-0.03951122571362021,-0.22156570154666694,0.3913695422275292,0.4592027280963093
2016,17547,-0.6004081733255887,-0.7413084972100649,-0.44998619524945377,-0.4344289930737488,-0.34992140548483935,-0.35011584007276075,0.5179581325004413,0.748761985611824,-0.43737995450374906,-0.5062640404368365,-0.5028520421541298,-0.6911680892814479,0.29191585446224794,0.20547834566431752,0.07057387090504617,-0.35764387131854897,0.37750014474305754,0.40211449533589305
2017,17755,-0.4874553000765136,-0.6889629837005187,-0.34854684490893245,-0.3273763243209621,-0.325022751172933,-0.4220247158594077,0.4589873003794835,0.6676029962546818,-0.31678462467882335,-0.3415923951631994,-0.39139666269045986,-0.5405677628157863,0.2263758303426474,0.11024705643894261,0.1051887136202371,-0.29623714450380145,0.2810876769059303,0.2897293429195683
2018,17963,-0.4140206795241293,-0.6744706780113499,-0.2755309356284318,-0.24224271203537293,-0.31750886824873475,-0.5207121648231989,0.40198026286812216,0.6713526336598866,-0.21507615406179595,-0.1849457298495909,-0.29147712696570505,-0.40590303702361175,0.2096702380929621,0.12769338938172248,0.12809278388310344,-0.2435049924764829,0.19335756225351733,0.15602658916333653
2019,18397,-0.331517426318303,-0.600029867200485,-0.2178472823997276,-0.15507696432785323,-0.29445582788375785,-0.5680144423619824,0.24947423817000955,0.658090031992342,-0.13507310135593206,-0.022179103972209378,-0.2079628734985591,-0.21612483106157804,0.20275378120766155,0.366895666586196,0.13004760225523837,-0.09154462705618646,0.11476784732034324,0.008122203442377098
2020,18475,-0.1413699241767854,-0.4534150026444478,-0.07041624789778539,-0.053795048906540494,-0.2394119601268608,-0.5546278388387983,0.12008435997725429,0.5723348851889845,0.029859970429924224,0.11673394317486616,-0.04599112951328443,-0.04262236136017033,0.056558226082938444,0.21408432281599254,0.04246023147873434,-0.059087456021593446,-0.0010887189179532436,-0.0703777993895033
2021,18645,0.06367327520837968,-0.13583889236075786,0.06879093421193255,0.044333346080339064,-0.11915806732172808,-0.4216683513951904,-0.08218925189637792,0.47975899341012185,0.1752224727201323,0.31734311491842104,0.07729975163649751,0.16104204778720635,0.14601756698763269,0.5934847798389236,0.018990910779945053,0.16222538470860381,-0.1219642446361075,-0.14058636610396272
