model,spearman_national,spearman_nyc,spearman_nyc_within_county,q5_q1_spread_national,q5_q1_spread_nyc,n_test,n_test_nyc,horizon,test_year,n_train
momentum_1y,0.3702250155191098,0.5365151984563172,0.4493445168413645,0.0744805585518165,0.1362537213792263,17549,824,3,2016,190308
momentum_5y,0.1609374603212985,-0.0132834816929401,-0.2048821860192332,0.0300598623150457,-0.0024030747576968,17549,824,3,2016,190308
catch_up_price,0.5510971357802273,0.5086194674511157,0.7486341377464039,0.1099431460507149,0.1423027092152211,17549,824,3,2016,190308
catch_up_neighbors,0.4577156700743668,0.4400274838799785,0.5279264722538155,0.0899808977714191,0.1146882737740468,17549,824,3,2016,190308
beta_x_metro_trend,0.1564299476207876,0.4437652266388499,0.4207589495625699,0.0398906256401476,0.1103460497565019,17549,824,3,2016,190308
gbm_national,0.587266678176495,0.6850753212560027,0.7274811199091548,0.1100893501917925,0.1936123027857259,17757,825,3,2017,207048
gbm_recency,0.5862308376837029,0.7067086459697945,0.7468164212597787,0.111056860096737,0.2072647041621629,17757,825,3,2017,207048
ridge_national,0.5691678274061688,0.7308073019624772,0.7065719791902483,0.1055584388763073,0.2135218273693249,17757,825,3,2017,207048
gbm_county_target,0.5459944690506177,0.7214069014743691,0.7408356704847272,0.1049060957198811,0.221423716781106,17757,825,3,2017,207048
gbm_nyc_only,0.2364659703771905,0.2723283874262976,0.49193949543374,0.0492783911308687,0.083320183690121,17757,825,3,2017,207048
momentum_1y,0.3270857422083308,0.4642460848144529,0.415794291523843,0.0645787358874878,0.1330803024938249,17757,825,3,2017,207048
momentum_5y,0.2514598033375516,0.0094284324308777,0.0319855408149914,0.0494651615878024,-0.0165639986118545,17757,825,3,2017,207048
catch_up_price,0.6209604609453276,0.697374430736287,0.7835620328117273,0.117020310120942,0.2146760878224978,17757,825,3,2017,207048
catch_up_neighbors,0.4808464945643849,0.4677684916977582,0.5378721906193696,0.0902999407996837,0.1429210891062211,17757,825,3,2017,207048
beta_x_metro_trend,0.1780202034205389,0.4948804920007688,0.472538247021961,0.0395430725789093,0.1560189467303596,17757,825,3,2017,207048
gbm_national,0.5067774961510615,0.4590244023187274,0.6337126301964183,0.0989028416408579,0.157662466098587,17961,826,3,2018,224010
gbm_recency,0.5153197519382511,0.5160073259390785,0.647386703209972,0.1010771432502412,0.1789982449951782,17961,826,3,2018,224010
ridge_national,0.4687393785014228,0.4254263744985774,0.638101378268795,0.0912684389626575,0.1614188147879893,17961,826,3,2018,224010
gbm_county_target,0.4638916356133017,0.4638716592570628,0.6603531282894698,0.0923383078151145,0.170156696934073,17961,826,3,2018,224010
gbm_nyc_only,0.1566852198675453,-0.0976877085573005,0.4695950521472549,0.0326539747928846,-0.0445383485683647,17961,826,3,2018,224010
momentum_1y,0.3337922633657117,0.23334059226934,0.5315200307416825,0.068679345732817,0.088551692149331,17961,826,3,2018,224010
momentum_5y,0.2582736680260288,-0.1425944119376093,0.2915577273546365,0.0477656743353546,-0.0617979215325962,17961,826,3,2018,224010
catch_up_price,0.5613272893906945,0.7290704835508394,0.6589506045377009,0.1126319108529463,0.2563560478441247,17961,826,3,2018,224010
catch_up_neighbors,0.3751874560004426,0.3256177753462598,0.4226421998015494,0.0758850520030493,0.1103151546478075,17961,826,3,2018,224010
beta_x_metro_trend,0.1922604388705552,0.2329301922757503,0.4993576331339331,0.040330960788509,0.0732247350368767,17961,826,3,2018,224010
gbm_national,0.2629989466350428,0.3804724325528895,0.4352920775139308,0.0543449229027979,0.1252470932871738,18395,829,3,2019,241559
gbm_recency,0.2663736105040209,0.3854421619977576,0.4355311462969846,0.0556380066366679,0.1339855497236947,18395,829,3,2019,241559
ridge_national,0.2194808357733815,0.30259080060737,0.4212837134208494,0.0435524746420518,0.0958430374924463,18395,829,3,2019,241559
gbm_county_target,0.2293323362702914,0.2644784203157624,0.4599647593139987,0.0493606507612667,0.0860436906565643,18395,829,3,2019,241559
gbm_nyc_only,0.1606295423638915,0.0378625321025013,0.4193855150751063,0.0303527579057805,0.0031075996882742,18395,829,3,2019,241559
momentum_1y,0.2014261412863074,0.4302624737793717,0.4682615203282221,0.0457065939347756,0.1493165514131843,18395,829,3,2019,241559
momentum_5y,0.1570098128729515,-0.0023614138715252,0.4566315491537752,0.0295733333974375,-0.0069704439673361,18395,829,3,2019,241559
catch_up_price,0.2895564178222618,0.5697858513300066,0.4064076622290798,0.059467222136115,0.1894877979355729,18395,829,3,2019,241559
catch_up_neighbors,0.171367691331526,0.1573099310991573,0.2112239369423047,0.0346038569792616,0.0493618861206391,18395,829,3,2019,241559
beta_x_metro_trend,0.0751424705465348,0.2263007216724286,0.3820387333510019,0.0180484727512643,0.0637636011134241,18395,829,3,2019,241559
gbm_national,0.150130389396977,0.2774422386667349,0.1620848237051486,0.0315376826458373,0.120724677712947,18477,829,3,2020,259316
gbm_recency,0.1495818947784834,0.2644668989062665,0.1684783809144227,0.0321595671708059,0.111140706589605,18477,829,3,2020,259316
ridge_national,0.1017785755107329,0.1382931000237379,0.1486248930564742,0.0203693897771046,0.0613589936531589,18477,829,3,2020,259316
gbm_county_target,0.0927045470127388,0.0419931575044079,0.1619288073564163,0.0198062947904868,0.0089274008388562,18477,829,3,2020,259316
gbm_nyc_only,0.1129156764217725,0.1248067531046196,0.2061154898881317,0.0227107577976054,0.0544070671076518,18477,829,3,2020,259316
momentum_1y,0.0616254411006262,0.2054507640885038,0.1709454363816606,0.0151369728047771,0.116974248966038,18477,829,3,2020,259316
momentum_5y,0.0528811190157984,-0.0556410484933107,0.2161369307925194,0.0110934057106171,-0.0047285549829136,18477,829,3,2020,259316
catch_up_price,0.1799552257455465,0.4528948541846622,0.1525156963068912,0.0379439161139202,0.178202780924444,18477,829,3,2020,259316
catch_up_neighbors,0.0892774707898501,0.0379055574556274,0.0498667225540887,0.017648796960229,0.017733453395917,18477,829,3,2020,259316
beta_x_metro_trend,0.0047327708384132,0.2318891302170316,0.2097145316383777,0.0070418758756173,0.1009896196509234,18477,829,3,2020,259316
gbm_national,0.0976968915700126,0.4619674059957246,0.1209146950493599,0.017145640708022,0.157258937664656,18645,829,3,2021,277277
gbm_recency,0.1017564412909461,0.4805202874749641,0.1293104771986392,0.0181518220394507,0.1703677277194758,18645,829,3,2021,277277
ridge_national,0.1076859834912621,0.4166352092167906,0.1379297631152004,0.0178879792032116,0.1551685413614438,18645,829,3,2021,277277
gbm_county_target,0.0381318611574118,0.1703869866627574,0.1052132549551216,0.0052900366729366,0.0661999450698044,18645,829,3,2021,277277
gbm_nyc_only,0.0447606408183762,0.4453779454104244,0.1356244625441959,0.0079812434018229,0.1692710340413264,18645,829,3,2021,277277
momentum_1y,0.2132580179177821,0.7001961588421131,0.2111366065529901,0.043089707712116,0.2325075545158034,18645,829,3,2021,277277
momentum_5y,0.1017258498656909,0.2938707439147458,0.102753996421871,0.0191462673018473,0.1082142812965,18645,829,3,2021,277277
catch_up_price,0.0775112149856909,0.3169033610710741,0.0503274705682615,0.0122306280113444,0.1191298969232837,18645,829,3,2021,277277
catch_up_neighbors,0.0545034182152335,0.0347378102635465,0.0215798515672303,0.0042713350323007,0.0050090661034544,18645,829,3,2021,277277
beta_x_metro_trend,0.0786998600878872,0.6572449524471151,0.1081657758429855,0.0193343131519493,0.2205842533959343,18645,829,3,2021,277277
gbm_national,0.0288852644625469,0.4339050437866217,0.170691632147504,0.006551502606826,0.1589095972802201,19034,829,3,2022,295672
gbm_recency,0.0301787242469105,0.4466390237090387,0.1677969712472648,0.0080110084231983,0.1633384127198823,19034,829,3,2022,295672
ridge_national,0.0643442341985426,0.4363209169609681,0.2066946919685948,0.0100267235680924,0.1458306782780321,19034,829,3,2022,295672
gbm_county_target,-0.0172866904512604,0.2786802530834514,0.205292898227452,-0.0027262235871179,0.1009233638411128,19034,829,3,2022,295672
gbm_nyc_only,0.016633645697446,0.3021026467015594,0.1337528444521386,0.0004028144026898,0.1309315704189078,19034,829,3,2022,295672
momentum_1y,0.1130970319148689,0.2656737612852416,0.1264965730866526,0.0288872579393717,0.1128820078262602,19034,829,3,2022,295672
momentum_5y,0.0576110212804124,0.2762249614791988,0.1036859647394996,0.0129131643115385,0.1274559187323468,19034,829,3,2022,295672
catch_up_price,0.0682455673838222,0.3683683177667928,0.1463443511683739,0.0054684282397041,0.1080094160811716,19034,829,3,2022,295672
catch_up_neighbors,0.0458511469609167,0.0980809160898857,0.1263194206410279,0.0009276549393508,0.0151850405297499,19034,829,3,2022,295672
beta_x_metro_trend,0.0127464666224829,0.3591952890153883,-0.0491423139482091,0.0079541084656038,0.1287755936787372,19034,829,3,2022,295672
gbm_national,0.0461110700955721,0.2864818818545401,-0.0208226303018758,0.0064128249165541,0.077676603916373,19084,830,3,2023,314149
gbm_recency,0.0467921888875281,0.2730952411808072,-0.0969936963648091,0.0071003090850719,0.0806579231367142,19084,830,3,2023,314149
ridge_national,-0.01420798274425,0.1864927478046557,-0.1423238929739836,-0.0043876596279734,0.0525453014461097,19084,830,3,2023,314149
gbm_county_target,0.0338332672044085,0.0521650917160168,-0.1162980068549531,0.0023361005083198,0.0315514200033268,19084,830,3,2023,314149
gbm_nyc_only,0.0047439967541172,0.1704345839634421,-0.1356274092007429,-0.0036541017335154,0.0498843279458745,19084,830,3,2023,314149
momentum_1y,0.19083975673769,0.406475516583563,0.1261578882987811,0.0342408697498169,0.0960441129720063,19084,830,3,2023,314149
momentum_5y,0.1380276861194121,0.2308691714081831,-0.0558838729740515,0.0240511206688448,0.072741810329469,19084,830,3,2023,314149
catch_up_price,-0.0941859151772458,-0.07609580693426,-0.2902792235863463,-0.0210814838201637,-0.0052470133256461,19084,830,3,2023,314149
catch_up_neighbors,-0.0889815257874287,-0.10072121495896,-0.1723106307146913,-0.0195937152129267,-0.0282175122162637,19084,830,3,2023,314149
beta_x_metro_trend,0.0024644662537379,0.1734069271192852,0.0926751541011501,0.0031455681589772,0.0268823586995266,19084,830,3,2023,314149
