rank,score,nyc_percentile,hist_relative_pct,pred_gbm,pred_ridge,zip,city,county,state,zhvi,mom_5y_rel,log_price_rel_metro,nbr_log_price_gap,rent_yield,price_to_income_rel,bachelors_share_rel,d5_log_income_rel,d5_log_housing_units_rel,zillow_1y_forecast_pct,origin
199,61.16195458533091,76.17328519855594,2.043406748483556,58.915067435395954,63.40884173526587,07106,Newark,Essex County,NJ,464331.0,0.0440163038835685,-0.470278813301114,-0.1682791404846177,0.0510741809516679,0.2724185218849164,-0.2908928093261165,0.029056426172108,-0.0572207358436835,1.8,2026-07-31
200,61.15321229358926,76.05294825511432,2.043406748483556,58.77144906744991,63.53497551972861,07660,Ridgefield Park,Bergen County,NJ,607349.0,-0.0100670667823919,-0.2017728252899235,-0.1638081752414422,0.0429736537377038,-0.0928404933850537,-0.1459806007444654,-0.0838843500678834,0.0296981568856245,2.5,2026-07-31
201,61.12475138129661,75.93261131167269,2.043406748483556,64.27303509102738,57.97646767156584,07856,Mount Arlington,Morris County,NJ,508574.0,0.0696005728520482,-0.3792645861771824,0.0060785848759898,0.0630225661298297,-0.1848487311440572,-0.011016794102044,-0.2096950546133129,0.1448697819522844,1.7,2026-07-31
202,61.09982031210728,75.81227436823104,2.043406748483556,59.46163358691782,62.73800703729674,11703,North Babylon,Suffolk County,NY,645294.0,-0.0010865907741607,-0.1411695099217365,-0.0317788791813082,,-0.34104619148508,-0.1204196275890071,0.1473123425020492,-0.0207840021430951,2.2,2026-07-31
203,61.09480180334244,75.69193742478942,2.043406748483556,64.70631577679687,57.483287829888006,08817,Edison,Middlesex County,NJ,568885.0,0.0972163158146152,-0.2671974277573632,-0.0330126552101273,0.0568769960551783,-0.2537395372157409,0.0157003242078725,-0.0621077458327086,0.0690524436520319,2.3,2026-07-31
204,61.0898079250321,75.57160048134777,2.043406748483556,59.390979080734496,62.7886367693297,07201,Elizabeth,Union County,NJ,502404.0,0.0825452209966467,-0.39147073235271,-0.0697119844603939,0.0562017320830004,0.2341091246058304,-0.3589747071060201,0.001027979354383,0.0388954169647155,2.0,2026-07-31
205,61.0876482249211,75.45126353790613,2.043406748483556,59.79797625168285,62.37732019815934,10701,Yonkers,Westchester County,NY,633364.0,-0.0246105219281066,-0.1598311319586081,-0.2939926822263494,0.0530368218007392,0.3904905680719988,-0.1776707537209024,0.0784930627205913,0.0498012753178278,2.6,2026-07-31
206,61.02782694414388,75.3309265944645,2.043406748483556,63.0429286228721,59.01272526541568,07878,Mount Tabor,Morris County,NJ,564862.0,0.0359290896804974,-0.274294469215345,-0.2608573763132895,,-0.3104566633266785,-0.0087138273162005,-0.0807856316086841,-0.1242312002065506,2.2,2026-07-31
207,60.97183222272157,75.21058965102286,2.043406748483556,56.95495198000155,64.98871246544158,07033,Kenilworth,Union County,NJ,639687.0,-0.0127884076709602,-0.1498975477554616,-0.0134064753638654,,-0.2044899143390133,-0.1758355795695339,0.009829462791604,0.0204533981477255,2.2,2026-07-31
208,60.91964899972119,75.09025270758123,2.043406748483556,61.929330766995015,59.90996723244736,08701,Lakewood,Ocean County,NJ,588170.0,0.3285601651421505,-0.2338598010542334,-0.3610892656609348,0.0436086910260882,0.3136407617139241,-0.1528256848044593,-0.0115157414429987,0.232140014211524,2.3,2026-07-31
209,60.82242073785059,74.9699157641396,2.043406748483556,61.89062761349914,59.75421386220204,07821,Byram Township,Sussex County,NJ,535173.0,0.0701717426853893,-0.328286573991793,0.0625356372944079,,-0.5618703653513137,0.0011998320707673,0.0307756226475621,-0.0276836206076642,2.6,2026-07-31
210,60.81568841712918,74.84957882069796,2.043406748483556,62.70194595221432,58.92943088204403,07202,Elizabeth,Union County,NJ,513974.0,0.12709429662257,-0.3687033824981363,-0.0393505006800758,0.0538957152674011,0.0863586627675239,-0.3610694753550808,0.103771381508082,0.0887283923311062,2.4,2026-07-31
211,60.81336917618688,74.72924187725631,2.043406748483556,57.78068441245789,63.84605393991587,11720,Centereach,Suffolk County,NY,666661.0,0.0797477010985442,-0.1085946982571073,-0.0409801776247231,0.0748706494753554,-0.2918567711496085,-0.1238913273732177,-0.0230483420232818,-0.0246438689282297,2.8,2026-07-31
212,60.80201050819656,74.60890493381469,2.043406748483556,60.028062104642345,61.57595891175078,07017,East Orange,Essex County,NJ,490332.0,0.0618014613975063,-0.4157941121672373,-0.1574852858510897,0.0482884720108363,0.2304199427798596,-0.2769430599979449,-0.0412678653808509,0.0565067777401007,2.3,2026-07-31
213,60.79677053256479,74.48856799037304,2.043406748483556,61.39660640083833,60.19693466429125,10596,Verplanck,Westchester County,NY,560110.0,-0.0456808141632706,-0.2827427535574305,-0.0877290620066109,,-0.1473815083864054,-0.0068420223176746,-0.0928357382612521,-0.2930756750401967,3.8,2026-07-31
214,60.7650949259215,74.36823104693141,2.043406748483556,59.73173292080952,61.798456931033485,11779,Ronkonkoma,Suffolk County,NY,650441.0,0.0366503821732745,-0.1332257406977461,-0.0434594675292121,0.055477972531269,-0.1320736003635165,-0.1849054849084246,-0.1006302942936727,0.0450948945723832,2.8,2026-07-31
215,60.73452235192349,74.24789410348977,2.043406748483556,54.83282923480165,66.63621546904533,11752,Islip Terrace,Suffolk County,NY,663805.0,-0.0233903871267862,-0.112888297489393,-0.0813827298682312,,-0.4149657521486365,-0.1997487699115469,0.1243130278066519,-0.0587145928525509,3.0,2026-07-31
216,60.646334023405245,74.12755716004813,2.043406748483556,60.54861159965815,60.74405644715234,07087,Union City,Hudson County,NJ,578487.0,0.0891892205625385,-0.2504595122653192,-0.4784385152352772,0.0499410227761157,0.3070822120023286,-0.2071671123586988,0.0414231696852862,-0.0125059904987485,2.2,2026-07-31
217,60.60590328903217,74.0072202166065,2.043406748483556,58.53287404159239,62.67893253647196,07921,Bedminster,Somerset County,NJ,524551.0,0.0791639363337836,-0.3483330983828843,-0.4630034457355343,0.0664644329088544,-0.4401057605383489,0.1405377585864679,-0.1738997311863084,-0.038541696420651,2.1,2026-07-31
218,60.60008083118653,73.88688327316486,2.043406748483556,56.57449757597437,64.6256640863987,11106,New York,Queens County,NY,682812.0,-0.4384928405184368,-0.0846561915457417,-0.4773760438431385,0.0552577829949602,0.1955153476914233,0.0407317631943718,-0.017372493709205,0.1024072516592442,0.7,2026-07-31
219,60.57789037666546,73.76654632972323,2.043406748483556,62.02734860116972,59.1284321521612,11784,Selden,Suffolk County,NY,608331.0,0.0904764286135527,-0.2001577318967822,-0.0820145322080136,,-0.126833563971114,-0.1985838069012743,-0.1163904998882365,0.04219070429342,2.9,2026-07-31
220,60.57444469768303,73.6462093862816,2.043406748483556,58.399954014201285,62.74893538116477,11751,Islip,Suffolk County,NY,671396.0,-0.0378163730071832,-0.1015173256771397,-0.0807108497882627,,-0.1386580438403897,-0.1332039061840023,-0.1728871054105347,-0.0406103362621476,2.9,2026-07-31
221,60.509421271218734,73.52587244283995,2.043406748483556,63.12372506481999,57.89511747761748,07737,Leonardo,Monmouth County,NJ,677484.0,0.1382475615239705,-0.0924902233163535,-0.2243771503238321,,-0.3079924488559815,0.0406202322551039,0.0021967077608771,-0.0297680989269426,3.0,2026-07-31
222,60.3512123829821,73.40553549939831,2.043406748483556,60.59469309282775,60.10773167313644,10541,Mahopac,Putnam County,NY,639735.0,0.0443278649639648,-0.1498219971161436,-0.070648803368897,,-0.3602798670586573,-0.0317949506530563,0.0260188570015014,-0.0306492041462004,2.7,2026-07-31
223,60.29274637360543,73.28519855595668,2.043406748483556,63.19726951762139,57.38822322958946,11948,Laurel,Suffolk County,NY,1035706.0,0.023542795939964,0.3319620519210868,-0.2337067994306778,,0.0533210627819922,-0.0428023232331101,,0.0895620301460716,2.7,2026-07-31
224,60.26778970248789,73.16486161251504,2.043406748483556,61.14348520570625,59.39209419926953,11972,Speonk,Suffolk County,NY,769230.0,0.026857306173785,0.0345136288744054,-0.3761137378326999,,,0.0598985119528538,,-0.9436598276353718,2.4,2026-07-31
225,60.26442697345492,73.04452466907341,2.043406748483556,59.392787986501496,61.13606596040834,10954,Nanuet,Rockland County,NY,648970.0,0.0485209532733929,-0.1354900831167658,-0.2470977216831364,0.0605287582383125,-0.1706813908529298,0.0063042119969449,-0.1482862429615181,0.0923663792434477,2.4,2026-07-31
226,60.22101204681755,72.92418772563177,2.043406748483556,62.498189206640944,57.94383488699415,11742,Holtsville,Suffolk County,NY,660320.0,0.050442676462444,-0.1181512877309742,-0.018811849732538,,-0.2265033215357441,-0.1296232175987616,-0.0749293771099992,0.0031640551955603,2.6,2026-07-31
227,60.1838317931842,72.80385078219012,2.043406748483556,61.66190724109892,58.70575634526946,07524,Paterson,Passaic County,NJ,535481.0,0.0301081064699108,-0.3277104115882938,-0.0821566038789356,,0.4996263200958342,-0.401998473560734,0.0044683239454634,-0.007832254079959,2.3,2026-07-31
228,60.16680378916726,72.6835138387485,2.043406748483556,55.52925438066788,64.80435319766664,10526,Goldens Bridge,Westchester County,NY,740297.0,-0.1831041658193189,-0.0038247409317921,-0.2856597170172996,,-0.8040327943716179,0.1774248449747428,0.3509890475398105,-0.0542751905529132,2.7,2026-07-31
229,60.07738002550852,72.56317689530685,2.043406748483556,57.01611187692354,63.138648174093504,10455,New York,Bronx County,NY,481980.0,-0.1870412542308535,-0.4329740256749517,-0.1082523367633765,0.0680803106351507,0.7015745472366575,-0.3164673793672066,0.0026399734981481,0.0828152229976526,1.3,2026-07-31
230,59.95423987049095,72.44283995186522,-1.8889212904937835e-05,65.16166839333223,54.74681134764966,07503,Paterson,Passaic County,NJ,564711.0,0.1314359319551265,-0.2745616084740483,0.0055116663265692,0.0472382987498682,0.3449944837650107,-0.3162686438628093,0.0306322312361686,0.0691487194426854,2.6,2026-07-31
231,59.78993433856686,72.3225030084236,-1.8889212904937835e-05,55.57279859067496,64.00707008645875,11422,New York,Queens County,NY,747119.0,-0.0787758318002872,0.0053485567541855,-0.1613292795466687,,-0.0156884474372216,-0.1411863069678984,0.0322946582055294,-0.0182874317923908,1.7,2026-07-31
232,59.739824162784615,72.20216606498195,-1.8889212904937835e-05,62.14534891749871,57.33429940807052,11749,Islandia,Suffolk County,NY,644226.0,0.1982498107510814,-0.1428260124255516,-0.0892793689509066,,-0.1778539811684674,-0.1652299642576841,-0.0134508787775882,0.0874937770820134,2.8,2026-07-31
233,59.67610247001164,72.08182912154031,-1.8889212904937835e-05,58.05121157112681,61.300993368896485,07204,Roselle Park,Union County,NJ,553311.0,0.0103723876082554,-0.2949564013885553,-0.0501192085360742,0.0536682825435251,-0.2712574547540989,-0.1058706590718445,0.1488835909549255,0.041789073416471,2.2,2026-07-31
234,59.55308622512917,71.96149217809868,-1.8889212904937835e-05,60.46672118861173,58.63945126164659,07513,Paterson,Passaic County,NJ,587806.0,0.0300270861308739,-0.2344800149979313,0.034861255411867,,0.2580470924959452,-0.361770325841829,0.2062203234414532,-0.0681859581153642,1.9,2026-07-31
235,59.49186581341805,71.84115523465704,-1.8889212904937835e-05,58.14214482113629,60.84158680569982,07026,Garfield,Bergen County,NJ,592131.0,0.0004547212177467,-0.2271480887473647,-0.0790629552593102,0.0495403998328633,0.1158391898708852,-0.232641019919143,0.0060619887633155,-0.0718406777041662,2.1,2026-07-31
236,59.38066887331243,71.72081829121541,-1.8889212904937835e-05,61.90367347761714,56.857664269007714,08741,Pine Beach,Ocean County,NJ,584712.0,0.1505340942691585,-0.2397565520555851,0.0129449818967426,,-0.4820014446033636,-0.0002361871254337,0.1847532843057671,-0.005022819106523,2.9,2026-07-31
237,59.36263154101274,71.60048134777377,-1.8889212904937835e-05,62.17848503862402,56.54677804340146,11798,Wheatly Heights,Suffolk County,NY,572094.0,0.0002566969879897,-0.2615734237439024,-0.2189932679897328,,,,,,1.3,2026-07-31
238,59.339425155610506,71.48014440433214,-1.8889212904937835e-05,60.60684395929351,58.0720063519275,10920,Congers,Rockland County,NY,679298.0,-0.0257614466555381,-0.0898162179242483,-0.0244823245589156,,-0.3491958152321459,0.0747046795680103,-0.0411865434925289,-0.1243666635397368,2.5,2026-07-31
239,59.32495724535698,71.3598074608905,-1.8889212904937835e-05,57.86259450834793,60.78731998236603,11715,Blue Point,Suffolk County,NY,716818.0,-0.0057992972737711,-0.0360546562474457,0.0380030922352432,,-0.4093145699099836,0.1005062457133579,0.0540854842044247,-0.051744465852171,2.3,2026-07-31
240,59.29038048298549,71.23947051744885,-1.8889212904937835e-05,61.9598689587771,56.62089200719388,10588,Shrub Oak,Westchester County,NY,631373.0,-0.0430452905889403,-0.1629789217198212,-0.0972644081185105,,-0.6289793632702889,0.0902584719706772,0.2388051239503319,-0.0778277235505819,2.4,2026-07-31
241,59.28899412727298,71.11913357400722,-1.8889212904937835e-05,60.80995654632571,57.76803170822025,11980,Yaphank,Suffolk County,NY,564068.0,0.0692298803955203,-0.2757005640025145,-0.039219387265339,0.071321129824035,-0.1852816323247641,-0.1036901057233267,-0.1924534902107133,0.2004713858001364,2.4,2026-07-31
242,59.20338405623832,70.99879663056558,-1.8889212904937835e-05,55.7392408910092,62.667527221467445,07010,Cliffside Park,Bergen County,NJ,637080.0,-0.0565392931080911,-0.1539802604345066,-0.2013424459138271,0.0523874187169134,0.0298286684882025,-0.0709392183497762,0.0208423581921781,-0.0443123619374874,1.4,2026-07-31
243,59.12786561977093,70.87845968712395,-1.8889212904937835e-05,55.249309993471776,63.00642124607008,10989,Valley Cottage,Rockland County,NY,660837.0,0.0237676349025356,-0.1173686827344866,-0.1565702634205035,0.0508445955286952,-0.2959421731149316,0.0908738035415046,-0.0599376543971548,-0.0789643865171798,2.4,2026-07-31
244,59.12282978736725,70.7581227436823,-1.8889212904937835e-05,66.8651371064046,51.3805224683299,08804,Bloomsbury,Hunterdon County,NJ,506771.0,0.0111143462430906,-0.3828173776964902,0.0116325541823076,,-0.3374966645634842,-0.1131854283558387,-0.1861757101951155,0.2245613159076154,2.4,2026-07-31
245,59.07928904765161,70.63778580024066,-1.8889212904937835e-05,58.90400824943204,59.2545698458712,11692,New York,Queens County,NY,623783.0,-0.0269051129994309,-0.1750732691775525,-0.4688609212168853,0.0643364519367031,0.6397763285943572,-0.2308597056648293,-0.1710680500870403,0.0328468927595706,2.0,2026-07-31
246,59.02269794811478,70.51744885679904,-1.8889212904937835e-05,59.271162857047365,58.7742330391822,07036,Linden,Union County,NJ,544370.0,0.1048965465344999,-0.311247570698363,-0.0281842485012102,0.0546803162096846,-0.1104958513907867,-0.2583964169599247,0.0066707411245126,-0.0129410949331771,2.1,2026-07-31
247,59.01249632884543,70.3971119133574,-1.8889212904937835e-05,57.10538363887553,60.91960901881532,11224,New York,Kings County,NY,563168.0,-0.3538948155073577,-0.2772983744487476,-0.5225109930719878,0.0714822337983487,0.6678010277446755,-0.139132630527698,0.0622246027158261,0.0377992482103517,1.5,2026-07-31
248,58.93194016147186,70.27677496991576,-1.8889212904937835e-05,61.02805499654044,56.83582532640327,07504,Paterson,Passaic County,NJ,593508.0,0.0826254598871759,-0.2248262727143188,0.0242960823297639,,0.157063576445348,-0.3479455497667763,0.0099936320264735,-0.0731908839432137,2.8,2026-07-31
249,58.79132898371411,70.15643802647413,-1.8889212904937835e-05,55.9569838440513,61.62567412337692,07104,Newark,Essex County,NJ,497351.0,-0.0204907576392724,-0.4015797307607336,-0.0364494472917744,0.0469052351025685,0.3311005775097644,-0.2437949432349785,0.135078133013371,-0.0052163761812164,1.5,2026-07-31
250,58.76298103760165,70.03610108303249,-1.8889212904937835e-05,61.1556429011927,56.37031917401059,08758,Waretown,Ocean County,NJ,557761.0,0.100120519801122,-0.2869449019623911,-0.132449401075517,0.0519935574893272,-0.1393675564446923,-0.1673826092401976,0.094655422428783,-0.1018514167345203,2.3,2026-07-31
251,58.75011692606739,69.91576413959085,-1.8889212904937835e-05,52.33376100624631,65.16647284588848,10456,New York,Bronx County,NY,461976.0,-0.2242496352356791,-0.4753633078297063,-0.1047952344751372,0.0648597942666651,0.6918606452405445,-0.344621276531006,-0.006389124208848,0.0031152953304316,1.2,2026-07-31
252,58.70359563728118,69.79542719614922,-1.8889212904937835e-05,58.894613117956126,58.512578156606246,11730,East Islip,Suffolk County,NY,736563.0,-0.0005384632143773,-0.0088813710287656,0.027046591472164,,-0.2688447214737437,-0.0610343591604941,-0.060734718115869,0.035111876383523,3.1,2026-07-31
253,58.66669124637029,69.67509025270758,-1.8889212904937835e-05,61.75985588869107,55.57352660404951,07822,Augusta,Sussex County,NJ,557476.0,-0.0037050902105391,-0.2874569173031744,0.2308074270320599,,-0.3071678117740657,-0.1579327252212932,0.1839946292455767,0.1368149149966176,2.6,2026-07-31
254,58.57485182055596,69.55475330926595,-1.8889212904937835e-05,56.87424237228274,60.27546126882919,07603,Bogota,Bergen County,NJ,621695.0,0.0402533580543295,-0.1784261236655879,-0.1066340951419491,0.0580477302980094,-0.0947969547877936,-0.167306478288218,-0.1069642304823634,0.1508548778477119,2.2,2026-07-31
255,58.437534196043,69.4344163658243,-1.8889212904937835e-05,61.45014095430504,55.42492743778098,07438,Oak Ridge,Morris County,NJ,541623.0,0.0439665584547309,-0.3163051077679402,0.0515405405712279,,-0.4094334271579136,-0.0605465064514609,-0.1278525954568738,-0.0898494272397287,2.7,2026-07-31
256,58.434258771003535,69.31407942238266,-1.8889212904937835e-05,52.40756736673022,64.46095017527685,07112,Newark,Essex County,NJ,495799.0,0.0001190179240605,-0.4047051943684163,0.0341217694717528,0.0489880353094994,0.2526663153086115,-0.2733215858570001,0.2423701110640053,-0.0252601853423006,2.0,2026-07-31
257,58.42760727468139,69.19374247894103,-1.8889212904937835e-05,59.80780267920095,57.047411870161845,11958,Peconic,Suffolk County,NY,1264482.0,0.0703764459662913,0.531541657524162,-0.2660201084874316,,,-0.0253636012573683,,0.1206808748733208,3.0,2026-07-31
258,58.315502835562526,69.0734055354994,-1.8889212904937835e-05,56.99977585825271,59.631229812872334,11729,Deer Park,Suffolk County,NY,658163.0,0.004950185108678,-0.1214232919633584,-0.0587355830214146,0.0407953537985567,-0.3197019987469585,-0.1149991541195717,0.1409460061053931,-0.0513128873100449,1.9,2026-07-31
259,58.31168201700525,68.95306859205776,-1.8889212904937835e-05,54.40919727083905,62.21416676317146,11235,New York,Kings County,NY,609546.0,-0.3522136028135932,-0.1981620408326758,-0.3819386412592358,0.051534731176732,0.4344162829862703,-0.0219325752967226,-0.1433836915903992,0.0193359632161683,2.2,2026-07-31
260,58.288935991725495,68.83273164861613,-1.8889212904937835e-05,62.894126674603946,53.68374530884704,07460,Stockholm,Sussex County,NJ,449120.0,0.0233830775305502,-0.5035853443518814,-0.0280166945182962,,-0.7596206870772371,-0.1264630199603449,0.0525129275130584,-0.1800397492902676,2.7,2026-07-31
261,58.1257496585869,68.71239470517449,-1.8889212904937835e-05,57.36215463839979,58.889344678774,08826,Glen Gardner,Hunterdon County,NJ,576119.0,-0.0208099204919292,-0.2545622919370949,0.0235184540385748,,-0.3515688289714742,-0.0234884640640318,-0.0919845179862708,-0.089268834104313,2.7,2026-07-31
262,58.06649278261936,68.59205776173285,-1.8889212904937835e-05,50.34740218433328,65.78558338090545,11207,New York,Kings County,NY,642404.0,-0.0901298413530145,-0.1456583493748677,-0.2580505516158471,0.063845553665711,0.5409508800755798,-0.2885102128622825,0.130152562552265,-0.0058432488785109,1.9,2026-07-31
263,58.01178081159468,68.47172081829122,-1.8889212904937835e-05,60.397106970490434,55.62645465269893,08846,Middlesex,Middlesex County,NJ,557290.0,0.0679042943514293,-0.2877907296416726,-0.0921974938433294,0.0581062090818952,-0.2204942153847764,-0.1218879261540679,0.0991714223326312,0.079885834073963,2.5,2026-07-31
264,58.007753642482406,68.35138387484957,-1.8889212904937835e-05,60.43237984456371,55.5831274404011,07628,Dumont,Bergen County,NJ,683641.0,0.071547163088557,-0.0834434350148445,-0.3988617731294113,0.0504650916890502,-0.1990318109133568,0.0121786998006512,-0.0016987644092996,-0.0012219492489557,2.2,2026-07-31
265,57.97194706034794,68.23104693140795,-1.8889212904937835e-05,56.77480081812114,59.16909330257474,10598,Yorktown Heights,Westchester County,NY,742477.0,0.0350249994049377,-0.0008839912384992,-0.0761018348251951,,-0.4362253870003745,0.084208883666809,0.0691330093035631,-0.0690435005873106,2.8,2026-07-31
266,57.96821851872839,68.1107099879663,-1.8889212904937835e-05,57.58979886325337,58.346638174203406,11436,New York,Queens County,NY,699970.0,0.0463847872980828,-0.059839331292526,-0.0620714392103582,,0.183546770310383,-0.2598088966361103,-0.0737591918391604,0.121454214297595,2.3,2026-07-31
267,57.91834187932069,67.99037304452466,-1.8889212904937835e-05,59.343188628797336,56.49349512984405,11955,Moriches,Suffolk County,NY,639851.0,0.0381922112768936,-0.1496410233712275,-0.1559613975762808,0.0459486514590135,0.1915411100945554,-0.1881204731377859,-0.0365756379296762,-0.2482563400873211,2.1,2026-07-31
268,57.8828377940801,67.87003610108303,-1.8889212904937835e-05,56.34799493588051,59.4176806522797,07055,Passaic,Passaic County,NJ,560973.0,0.0486134624757536,-0.2812037873044382,-0.1488847488394089,0.0444392318267092,0.4259970861167186,-0.3238653919955163,0.0706644982871012,-0.0091147092330154,1.9,2026-07-31
269,57.674153840722425,67.7496991576414,-1.8889212904937835e-05,59.163459044325165,56.18484863711968,07731,Howell,Monmouth County,NJ,678682.0,0.1576283823947641,-0.0907234578689646,-0.1496157844687449,,-0.2677242165529681,-0.0506101473077598,-0.0275189164337241,0.0214387695062828,2.3,2026-07-31
270,57.63944960838693,67.62936221419976,-1.8889212904937835e-05,51.19336344414086,64.08553577263301,11355,New York,Queens County,NY,617860.0,-0.2756303428615286,-0.1846135538052777,-0.2589269981212236,0.0524152869118306,0.5234003498240838,-0.2499598314489829,0.0323879792461312,0.0208422818829759,1.7,2026-07-31
271,57.50703759766674,67.50902527075813,-1.8889212904937835e-05,61.48705037265008,53.5270248226834,08830,Iselin,Middlesex County,NJ,568366.0,0.1176393635881524,-0.2681106155132209,-0.0585959588976638,0.0575876408727993,-0.2427783003553572,0.0461757570395241,-0.0936546584613342,-0.0231690232120873,2.3,2026-07-31
272,57.3668530062513,67.38868832731649,-1.8889212904937835e-05,54.08781859238645,60.64588742011615,07463,Waldwick,Bergen County,NJ,767325.0,0.0651059547576324,0.0320341078980259,-0.3831267580517448,,-0.4282790720428011,0.1044772707758324,0.1236473369585731,-0.0595949366721535,2.7,2026-07-31
273,57.31439463155216,67.26835138387484,-1.8889212904937835e-05,56.6576830667532,57.97110619635113,11716,Bohemia,Suffolk County,NY,721265.0,0.0108569969117663,-0.0298700294677747,0.0404010091354809,,-0.1675647338861392,-0.0856256482782411,0.0917630563572036,-0.0711986437604072,3.0,2026-07-31
274,57.20436397636675,67.14801444043322,-1.8889212904937835e-05,58.01339304684946,56.39533490588404,08527,Jackson,Ocean County,NJ,638049.0,0.0904419375732231,-0.1524616202438178,0.0061595527955962,0.0641424417536809,-0.1803627253440034,-0.1040089476893063,-0.0354734632702964,-0.0354475803157432,2.0,2026-07-31
275,57.13321515112008,67.02767749699157,-1.8889212904937835e-05,43.69488434166881,70.57154596057134,10280,New York,New York County,NY,822198.0,-0.1597324136625189,0.1011044907595994,-0.6630062414630249,0.0770507140738032,-0.5069652175816952,0.3817849947864266,-0.1100334572280843,-0.1094679758586189,2.1,2026-07-31
276,57.07111192453442,66.90734055354994,-1.8889212904937835e-05,50.07668651059656,64.06553733847228,10589,Somers,Westchester County,NY,691835.0,0.0031487428198534,-0.0715292822326389,-0.262987402560114,,-0.2117423624294201,0.1832671740622464,0.021988433586884,-0.0748509172934547,2.1,2026-07-31
277,56.976006140933976,66.78700361010831,-1.8889212904937835e-05,59.60874670864358,54.343265573224365,08873,Somerset,Somerset County,NJ,581824.0,0.0553702928227689,-0.2447079175183635,0.0826553337559357,0.0561466824024354,-0.3515407653144973,0.0556566356917034,0.0994967132078716,-0.0254634509998259,2.2,2026-07-31
278,56.94164581429223,66.66666666666666,-1.8889212904937835e-05,57.363505373936974,56.51978625464748,08810,Dayton,Middlesex County,NJ,649071.0,0.0667989119916011,-0.1353335234498516,0.0382568244534411,0.0619346380275033,-0.4373122351074265,0.2144348947080614,-0.0676855191937786,-0.2118960898498271,2.2,2026-07-31
279,56.93470852639773,66.54632972322503,-1.8889212904937835e-05,58.69025490036335,55.179162152432106,07644,Lodi,Bergen County,NJ,635606.0,0.0417804146698678,-0.156298057104923,-0.0286753564769064,0.0446422438738867,0.0729013299530503,-0.1949825688719084,0.0622417644147237,0.0553699832585599,2.3,2026-07-31
280,56.87448679602775,66.4259927797834,-1.8889212904937835e-05,58.4849009988346,55.26407259322092,08854,Piscataway,Middlesex County,NJ,604961.0,0.0635800454321099,-0.2057128873174214,0.1084447579548228,0.0520636718534996,-0.3349695121012044,-0.0022124325124832,0.013817147708286,0.030897007916151,2.5,2026-07-31
281,56.76326513855347,66.30565583634176,-1.8889212904937835e-05,63.88618128125479,49.64034899585215,07758,Port Monmouth,Monmouth County,NJ,638455.0,0.0973461610379601,-0.1518255639826655,-0.1740217713995466,,-0.1780887806390414,-0.091145047671944,-0.0426667173591734,-0.0370361246290468,3.0,2026-07-31
282,56.697269853390566,66.18531889290013,-1.8889212904937835e-05,53.29879774942506,60.09574195735606,10302,New York,Richmond County,NY,645919.0,-0.0670806536579299,-0.1402017093313627,0.0006237422773018,,0.2209802052762473,-0.2064379116129791,-0.0622194941363272,-0.0762879904335204,1.8,2026-07-31
283,56.68478713990952,66.06498194945848,-1.8889212904937835e-05,56.63657344975378,56.73300083006526,07081,Springfield,Union County,NJ,718316.0,0.0662983143598769,-0.0339669504864126,-0.2866301401443145,0.045564654889018,-0.3619633476042569,0.1669778705271931,0.1004703695160795,-0.0068644982932661,2.3,2026-07-31
284,56.58170908178934,65.94464500601684,-1.8889212904937835e-05,56.30326836866223,56.860149794916445,07728,Freehold,Monmouth County,NJ,658949.0,0.0706154672671107,-0.1202307533971129,-0.2284917385982225,0.0524437881870292,-0.135803716962511,-0.0310041800600892,-0.0145676320698111,-0.0288898841219428,2.4,2026-07-31
285,56.48726063346868,65.82430806257521,-1.8889212904937835e-05,54.29192890463332,58.68259236230404,10913,Blauvelt,Rockland County,NY,816271.0,0.007615332201523,0.0938700432551886,0.0787375621794854,,-0.3516969882794705,0.0453821823424319,-0.0834881314088811,-0.0271366795026534,2.7,2026-07-31
286,56.484575299487744,65.70397111913357,-1.8889212904937835e-05,56.27013276505436,56.69901783392114,07662,Rochelle Park,Bergen County,NJ,649216.0,0.0362754889018081,-0.1351114599702398,-0.0733334397483993,,-0.1177835535671747,-0.0036986675504206,0.0395953305410312,0.1131261336591376,2.4,2026-07-31
287,56.46431181543291,65.58363417569194,-1.8889212904937835e-05,56.861130221377685,56.06749340948814,07732,Highlands,Monmouth County,NJ,602419.0,0.067711582804327,-0.2099237554555433,-0.4539230578101172,,-0.0090958485741243,0.0238841279931483,0.1712467616908917,-0.2031407906827335,3.0,2026-07-31
288,56.35304008686241,65.46329723225031,-1.8889212904937835e-05,56.40881332573103,56.297266847993775,08831,Monroe Township,Middlesex County,NJ,613342.0,0.0564801446511666,-0.1919526931118138,-0.0568172928580903,0.0508848919777464,-0.1624289578103444,0.0276008200629377,-0.0318016562744212,0.0710925804302625,2.1,2026-07-31
289,56.300036739014,65.34296028880865,-1.8889212904937835e-05,61.36047848917303,51.23959498885496,07828,Budd Lake,Morris County,NJ,568820.0,0.0630949841038045,-0.2673124385924748,0.0276343196112982,0.0448293084551758,-0.1838865424056941,-0.0517253936475499,0.0821413065086957,-0.0470793717217483,2.2,2026-07-31
