origin_year,n,log_price_rel_metro,log_price_rel_metro_nyc,nbr_log_price_gap,nbr_log_price_gap_nyc,price_to_income,price_to_income_nyc,rent_yield,rent_yield_nyc,log_income,log_income_nyc,bachelors_share,bachelors_share_nyc,mom_1y,mom_1y_nyc,mom_5y,mom_5y_nyc,unemployment_rate,unemployment_rate_nyc
2014,16739,-0.3051667118161068,0.0357731514675999,-0.3125974067366113,-0.1905076373080947,-0.1171780086262172,0.4635004883151119,,,-0.3014350527021863,-0.5035378415440456,-0.3068765334509735,-0.2979774124997184,0.2543126361660576,0.3628738150571424,0.0119851989960158,0.2433467734020591,0.2361555250643582,0.2450735496709589
2015,16966,-0.3590082998953788,-0.186290413586097,-0.3393492350818589,-0.3226479962480916,-0.1579480152326585,0.297501904355651,0.4820163665506914,0.6295213737668982,-0.3241044918458318,-0.613036442718228,-0.2998216408086251,-0.5104399819305866,0.2912922505428474,0.3943097966218715,0.0598143385968778,0.1531890592290326,0.2642901623010675,0.3759039681756614
2016,17544,-0.4355409406870479,-0.3436858671534084,-0.3876045690394388,-0.3872663433204864,-0.1891372559632877,0.1339190490474353,0.473169723860563,0.69721705249181,-0.380867470608538,-0.6212767092890363,-0.3354914830162835,-0.5846084768047703,0.3461733597827661,0.5754167086985481,0.1721172737464526,0.1799289373889647,0.316315621130667,0.4441878922710547
2017,17757,-0.5499060452067588,-0.5698937659345756,-0.4443186023829691,-0.4421384747211405,-0.2546590278177491,-0.0775368879254768,0.4684142319727095,0.6980422199523324,-0.44772845420296,-0.6238627187103317,-0.4470540631531312,-0.7314575084387773,0.306169907651366,0.51515667713004,0.2119983043505523,0.1301680170432027,0.3540389771476518,0.4594523437849599
2018,17963,-0.5295818718466664,-0.691079788164206,-0.3855455229312851,-0.4162592829254011,-0.2450599123742221,-0.2712375780328293,0.4484029875770733,0.6293876026885736,-0.3927557560396191,-0.4851603729067172,-0.470324520764325,-0.7043199969113922,0.3112239739049309,0.4001311737464445,0.2771954403427412,0.1082693294981277,0.306474437847117,0.4013769830533874
2019,18395,-0.4455425536202318,-0.6917581060066562,-0.286843332925106,-0.2521260494109879,-0.2597126944818818,-0.4897208337162262,0.3363495251762923,0.653555684308638,-0.2939835656828101,-0.1953645388573763,-0.4034426248839689,-0.4023404487432203,0.2763557978120164,0.4931052117599368,0.2773030189692623,0.0736986940290296,0.2228988510080228,0.1205715421048864
2020,18475,-0.1312294283766352,-0.3876947555260113,-0.0510974040530963,-0.0042657231092031,-0.2150616712015021,-0.4723621959741756,0.2186761004275119,0.3542649727767695,0.0052486936643388,0.1096265819208936,-0.0784268101445861,-0.0287751072802207,0.0430875296133088,0.1698085360795992,0.0443094516494573,-0.0845506038281059,0.0363812089347179,-0.0921600451207986
2021,18645,0.0261223707800047,-0.2971556230691897,0.023432930670041,-0.0133730253529911,-0.1277796818725644,-0.3544279153461316,0.1358097071353625,0.4634896484776074,0.1379533406191589,0.0886434501461403,0.131273600294179,-0.0150041462605007,0.1271899701633814,0.7458911431112819,0.0085288521176407,0.3487521917853761,-0.0692406953122897,-0.0192682703594486
2022,19036,-0.2046180563313878,-0.3946312759297535,-0.1586453842030858,-0.0969461366288338,-0.1840287828661721,-0.5593275475552916,0.0813035218571947,0.5690647546457709,-0.0636555772854197,0.2063884402065489,-0.0652804724421788,0.0316475537275206,0.0501294116421761,0.3234408868494379,0.1116842852147786,0.3200396855078442,0.0219701189544296,-0.0772110088657198
2023,19082,0.0095762046335344,-0.1928030158546856,0.0126659558947537,-0.0537554002657717,-0.0957421290933481,-0.4753609377116847,-0.1072298385738829,0.3176809420235505,0.0909613325620125,0.2752238562243626,-0.0043103583255514,0.0708860511537943,0.2064253168796912,0.5445458131892967,0.1735467028969999,0.3528309069243219,-0.0643146729362201,-0.1796210474018298
2024,19398,0.2260166480970833,0.3273533874459236,0.1980550316153024,0.2310754000923107,0.045831773126007,0.0145934995533315,-0.3369378924725538,-0.1983259587020649,0.2266392337604992,0.3007210556505933,0.0761190176375751,0.2382527615174743,0.1299089694283416,0.1756895484198227,0.0836408802474191,-0.0067128323436927,-0.1606739766966045,-0.1381938145091626
