rank,score,nyc_percentile,hist_relative_pct,pred_gbm,pred_ridge,zip,city,county,state,zhvi,mom_5y_rel,log_price_rel_metro,nbr_log_price_gap,rent_yield,price_to_income_rel,bachelors_share_rel,d5_log_income_rel,d5_log_housing_units_rel,zillow_1y_forecast_pct,origin
758,36.78248871704006,8.904933814681106,-1.885294101996371,30.46166895186884,43.103308482211276,10927,Haverstraw,Rockland County,NY,460822.0,0.0742117113551565,-0.47786359670877765,-0.3474052353082371,0.08510727364988022,-0.07631903714894794,-0.24249166220171034,-0.05763579438309563,-0.011302962952113041,2.5,2026-07-31
759,36.701881791591404,8.78459687123947,-1.885294101996371,37.643777969706974,35.75998561347584,07201,Elizabeth,Union County,NJ,502404.0,0.08254522099664677,-0.39147073235271,-0.06971198446039395,0.05620173208300042,0.23410912460583044,-0.35897470710602014,0.0010279793543830351,0.03889541696471559,2.0,2026-07-31
760,36.68129273814082,8.664259927797833,-1.885294101996371,21.504174929751233,51.8584105465304,10452,New York,Bronx County,NY,297575.0,-0.33969756131949114,-0.915208851651439,-0.5916925747478885,0.10304618278071184,0.0854761119165548,-0.3266225073013453,0.10232103747259913,0.031732086000497525,0.3,2026-07-31
761,36.64894960932048,8.543922984356197,-1.885294101996371,33.14402519527094,40.15387402337003,11937,East Hampton,Suffolk County,NY,1982230.0,-0.020056008776254325,0.9811016427313568,-0.2967102719392525,0.21454383030921212,0.8357244619333588,0.032620498817327315,0.05087839164356289,0.022647864879591403,2.9,2026-07-31
762,36.607983073338225,8.42358604091456,-1.885294101996371,24.279023697175468,48.93694244950098,07103,Newark,Essex County,NJ,402662.0,-0.03487496116229813,-0.6127797920998255,-0.1796125904473147,0.0652248090384153,0.16623528830245138,-0.2570551193295978,0.3062646535511302,-0.024520819737634716,1.8,2026-07-31
763,36.137541510424626,8.303249097472925,-1.885294101996371,26.481902049882777,45.79318097096647,11234,New York,Kings County,NY,793022.0,-0.11811615968492503,0.06497459058010335,0.010508701004864562,0.038978088529887704,0.20659448480470455,-0.09577558093720473,-0.10364983134653016,-0.008932784710546662,2.1,2026-07-31
764,36.125599244407994,8.182912154031289,-1.885294101996371,27.77486808072852,44.47633040808746,07114,Newark,Essex County,NJ,464867.0,-0.1628002194241965,-0.4691249720905173,-0.08087790669214989,0.054852254688468355,0.6680853153157222,-0.3736050631237549,-0.03768043775417418,0.08098817792932449,1.7,2026-07-31
765,35.647665926273106,8.062575210589651,-1.885294101996371,28.62052140604789,42.67481044649833,10128,New York,New York County,NY,1242060.0,-0.31793363001612607,0.5136503043726108,0.12096853598116297,0.04159585551892615,0.23923662341614782,0.2882319251009666,-0.03813409009156388,0.009265500421362469,3.2,2026-07-31
766,35.53495362589699,7.9422382671480145,-1.885294101996371,35.39526881147473,35.67463844031925,07036,Linden,Union County,NJ,544370.0,0.1048965465344999,-0.31124757069836306,-0.028184248501210263,0.05468031620968468,-0.11049585139078677,-0.25839641695992477,0.0066707411245126025,-0.012941094933177147,2.1,2026-07-31
767,35.312850246221295,7.821901323706378,-1.885294101996371,29.429651214226908,41.19604927821568,07302,Jersey City,Hudson County,NJ,902619.0,-0.17422294906414101,0.1944242554678297,-0.2991810609746519,0.05160821281324623,-0.2495447572696492,0.3309687155809028,0.01640455300222321,0.18906881446163865,1.1,2026-07-31
768,35.22470301938661,7.701564380264742,-1.885294101996371,21.60596904692187,48.84343699185134,11367,New York,Queens County,NY,513255.0,-0.33357453263469206,-0.3701036507280371,-0.2394962531422955,0.05862640082611286,0.0328520973930615,-0.03230329633696638,-0.06464915008499439,-0.05782017224622722,1.0,2026-07-31
769,35.086000183976765,7.581227436823104,-1.885294101996371,30.005537698990704,40.16646266896283,07601,Hackensack,Bergen County,NJ,472186.0,-0.019617243183132155,-0.4535023807090415,-0.3792022344097443,0.0691219809186575,-0.16635450896346815,-0.06928624386955351,-0.046857351132114644,0.013007106497491969,2.1,2026-07-31
770,34.93369036074043,7.460890493381468,-2.593984317505449,20.29259657614107,49.574784145339784,11374,New York,Queens County,NY,436259.0,-0.6416895334429796,-0.5326398514627382,-0.3147325996741337,0.08566300689016997,-0.31817930492812896,-0.0009837328292628955,0.0739818771493077,-0.025804409230442096,1.2,2026-07-31
771,34.74041304840025,7.3405535499398304,-2.593984317505449,23.12225616219161,46.35856993460889,10034,New York,New York County,NY,448580.0,-0.45245948305097594,-0.5047886628036284,-0.12107871434418627,0.06817621138042498,0.0005847030034018541,-0.10282290694348878,-0.011777156578933301,-0.04277885846638059,0.7,2026-07-31
772,34.657885455828136,7.2202166064981945,-2.593984317505449,32.66621963135631,36.64955128029996,07856,Mount Arlington,Morris County,NJ,508574.0,0.06960057285204826,-0.3792645861771824,0.00607858487598989,0.06302256612982973,-0.1848487311440572,-0.011016794102044036,-0.20969505461331295,0.14486978195228445,1.7,2026-07-31
773,34.604106860003306,7.099879663056559,-2.593984317505449,25.48662283912738,43.721590880879226,08757,Toms River,Ocean County,NJ,347292.0,0.039515793560373075,-0.7607099566125513,-0.32942347599183996,0.09862974846829717,-0.10538103297512014,-0.3028314638708537,0.003776945194976733,-0.00015469334523361689,1.8,2026-07-31
774,34.57476163256498,6.979542719614922,-2.593984317505449,22.9227641929133,46.22675907221666,10032,New York,New York County,NY,566913.0,-0.2446585235716082,-0.27067046147823604,0.07672829108370038,0.06387019668745773,0.41053964412193333,-0.07840201676560582,-0.1712882889502243,-0.008355965343696162,2.6,2026-07-31
775,34.237930950981365,6.859205776173286,-2.593984317505449,30.390449794650927,38.085412107311804,07094,Secaucus,Hudson County,NJ,691677.0,-0.015816909249254246,-0.07175685837327173,0.08546899043758316,0.0496513397772375,-0.29086302706975364,0.140500182745102,-0.03419757416348901,0.11388387476351296,2.0,2026-07-31
776,34.230609661400436,6.738868832731648,-2.593984317505449,31.233146179387816,37.228073143413056,10606,White Plains,Westchester County,NY,773736.0,-0.032137116351593414,0.04035483395550088,-0.20734101935151728,0.045842668239899076,0.04070501389923353,-0.016725302592705937,0.10156267057783808,0.14273933411992018,2.0,2026-07-31
777,33.948512451811226,6.618531889290012,-2.593984317505449,27.30783337236908,40.58919153125337,11230,New York,Kings County,NY,927519.0,-0.3892780810777282,0.2216367667794792,-0.042216016765740605,0.03649341614848378,0.6940127492274584,-0.05214741481025209,0.04608287183790871,0.025165845248803984,1.9,2026-07-31
778,33.93274745648359,6.4981949458483745,-2.593984317505449,22.639040125276253,45.226454787690926,11106,New York,Queens County,NY,682812.0,-0.43849284051843684,-0.08465619154574178,-0.4773760438431385,0.05525778299496028,0.1955153476914233,0.040731763194371884,-0.017372493709205017,0.10240725165924429,0.7,2026-07-31
779,33.689991840952786,6.377858002406739,-2.593984317505449,26.868161997496152,40.51182168440941,07106,Newark,Essex County,NJ,464331.0,0.0440163038835685,-0.470278813301114,-0.16827914048461778,0.051074180951667936,0.27241852188491644,-0.2908928093261165,0.02905642617210802,-0.05722073584368355,1.8,2026-07-31
780,33.165230963961804,6.257521058965103,-2.593984317505449,15.075386609570357,51.25507531835325,11104,New York,Queens County,NY,532541.0,-0.6364608951560996,-0.3332160652569609,-0.4433901897843562,0.0638279341246105,-0.0028092940636554875,0.03360714221560912,-0.0561753398660958,0.004396833701875644,-0.3,2026-07-31
781,33.074496545117334,6.137184115523466,-2.593984317505449,18.18874279849926,47.96025029173541,11235,New York,Kings County,NY,609546.0,-0.35221360281359326,-0.19816204083267586,-0.3819386412592358,0.05153473117673207,0.43441628298627033,-0.0219325752967226,-0.1433836915903992,0.019335963216168303,2.2,2026-07-31
782,33.03969059973433,6.016847172081829,-2.593984317505449,26.92484137879466,39.154539820673996,10026,New York,New York County,NY,902612.0,-0.2021725311000818,0.19441638451902676,0.07767144263002912,0.050168230977319574,0.5182162766042075,0.0577238109742384,0.07708950377529078,0.0119101879545183,2.5,2026-07-31
783,32.79007362059661,5.896510228640193,-2.593984317505449,28.363510953934796,37.21663628725842,07010,Cliffside Park,Bergen County,NJ,637080.0,-0.05653929310809111,-0.15398026043450663,-0.2013424459138271,0.05238741871691347,0.029828668488202537,-0.07093921834977623,0.020842358192178168,-0.0443123619374874,1.4,2026-07-31
784,32.64785136531947,5.776173285198556,-2.593984317505449,19.887658093628424,45.408044637010505,10005,New York,New York County,NY,1127894.0,-0.2961681282325689,0.4172316520524788,-0.41967191149782757,0.05039307392543009,-0.10976112017201989,0.3681554844265821,-0.22839099649777417,0.0838261653636219,1.1,2026-07-31
785,32.587147692220846,5.6558363417569195,-2.593984317505449,25.81353882036881,39.36075656407289,10044,New York,New York County,NY,945596.0,-0.0073893434992765294,0.24093967965930574,-0.16934639384610506,0.05577479210004427,0.32410428594345464,0.22735353580252382,-0.24522406000982677,0.06932569581933583,1.1,2026-07-31
786,32.50669631196486,5.535499398315283,-2.593984317505449,27.720214979344593,37.29317764458512,07307,Jersey City,Hudson County,NJ,774466.0,-0.03646992364290255,0.04129756648079663,-0.12408277785314858,0.04094172859689674,0.3401418967767167,-0.019452796156577634,0.04364119471394723,0.09445723627641227,1.7,2026-07-31
787,32.154175161896646,5.415162454873646,-2.593984317505449,16.421206575086284,47.887143748707004,11207,New York,Kings County,NY,642404.0,-0.09012984135301458,-0.14565834937486777,-0.2580505516158471,0.06384555366571108,0.5409508800755798,-0.2885102128622825,0.13015256255226504,-0.005843248878510912,1.9,2026-07-31
788,31.92801542790479,5.294825511432009,-2.593984317505449,22.509314887110992,41.34671596869858,07304,Jersey City,Hudson County,NJ,546628.0,-0.12850776668855132,-0.3071079095457403,-0.4456601140763006,0.05361092873463573,0.15166628036909802,-0.07467216975331437,0.15262343546426216,0.1904515314669591,1.2,2026-07-31
789,31.490446820964337,5.174488567990373,-2.593984317505449,30.742408480178472,32.238485161750205,11216,New York,Kings County,NY,1234290.0,-0.10900965700863416,0.5073748821944779,0.020193369416016793,0.03531997829614962,0.610772409504819,0.07152904803456939,0.17018467790107827,0.0035672600334975407,1.3,2026-07-31
790,31.441840147502653,5.054151624548736,-2.593984317505449,26.351314823402223,36.53236547160308,10037,New York,New York County,NY,585332.0,-0.24284222712532397,-0.2386969263469183,-0.11149236270710894,0.05899158866732462,0.5876220556971699,-0.07137726674149969,-0.17059083646202566,-0.016868245199381085,2.3,2026-07-31
791,31.434077839364278,4.9338146811071,-2.593984317505449,22.434704610994373,40.43345106773418,10010,New York,New York County,NY,1324787.0,-0.38491028678011185,0.5781308097463089,-0.03634608041225462,0.04881264035943327,0.32286774770060656,0.31050000588466364,-0.14492518541587884,-0.021312354551575388,2.6,2026-07-31
792,31.03533999553935,4.813477737665464,-2.593984317505449,20.266225409408335,41.80445458167036,11203,New York,Kings County,NY,738204.0,-0.09944786729410246,-0.006656343245927232,-0.2764088227760837,0.0478271730309176,0.49660867020142585,-0.21323390272657783,-0.010605761748095688,0.0428326847751264,2.2,2026-07-31
793,30.873384576746375,4.693140794223827,-2.593984317505449,12.717752489753481,49.02901666373927,11377,New York,Queens County,NY,565229.0,-0.3815810168290735,-0.2736445477349658,-0.26006524049519086,0.0643967580040951,0.15615337519797978,-0.15509356468441726,-0.016382971158270365,0.01555942139487447,1.3,2026-07-31
794,30.844089150010053,4.57280385078219,-2.593984317505449,19.410026104567223,42.27815219545288,10017,New York,New York County,NY,782098.0,-0.34197948229884256,0.051103702927862926,-0.4785715368164407,0.06944610516725482,-0.14546475216348864,0.3709861058178908,-0.18890166944794018,-0.014683768792279131,2.1,2026-07-31
795,30.646551876824343,4.452466907340553,-2.593984317505449,22.159413878592368,39.13368987505632,07093,West New York,Hudson County,NJ,448784.0,-0.05634125643012097,-0.5043337530575815,-0.8979269366715528,0.06682980309085487,-0.07591705525824222,-0.1347738363592883,0.010338681020709117,0.013572905669221577,1.7,2026-07-31
796,30.311508146425354,4.332129963898916,-2.593984317505449,20.543797676994554,40.07921861585615,10550,Mount Vernon,Westchester County,NY,565200.0,-0.2548606103330734,-0.2736973711559383,-0.23685633943531847,0.05617839043693391,0.34159932086415234,-0.24203606299185298,-0.030184148600422844,0.049502845947316396,1.0,2026-07-31
797,30.179752917762855,4.21179302045728,-2.593984317505449,11.091077159561056,49.26842867596466,11373,New York,Queens County,NY,527239.0,-0.3876692827492537,-0.34322291696756047,-0.1705911110244731,0.06425173970619108,0.10861625715563217,-0.19826298056862934,0.03849067748937607,0.002612933275586024,0.9,2026-07-31
798,30.092452895066657,4.0914560770156445,-2.593984317505449,20.27932828796772,39.90557750216559,10040,New York,New York County,NY,483751.0,-0.48988684403969496,-0.42930593131423933,-0.09425036477338722,0.0741192354328424,0.10965654548004689,-0.10099358522426283,0.04556612500294932,-0.04854123165529929,0.9,2026-07-31
799,29.84892984402329,3.9711191335740073,-3.3208014087817816,16.394839105559463,43.303020582487115,10002,New York,New York County,NY,1000055.0,-0.41780109458954195,0.29693390118264595,-0.5749633337028026,0.058848926147548476,1.1389802499154704,-0.09564507603684907,0.037592994608072416,0.0937417671877852,2.6,2026-07-31
800,29.793237278641744,3.850782190132371,-3.3208014087817816,22.541345427258292,37.045129130025195,07501,Paterson,Passaic County,NJ,485938.0,-0.014460800807719915,-0.42479546623254194,-0.16443001222469533,0.042460588759974785,0.5054767211307876,-0.4104204394144129,0.1431543331111822,0.05364831738909741,1.5,2026-07-31
801,29.64037052417811,3.730445246690734,-3.3208014087817816,22.01389645375847,37.26684459459775,10601,White Plains,Westchester County,NY,492191.0,-0.06432306237463123,-0.4120095968730908,-0.6866796031544382,0.08030641973089975,-0.1434591483202674,0.02472053270206498,-0.04523586255666956,0.049142436387102514,1.4,2026-07-31
802,29.249922973515368,3.6101083032490973,-3.3208014087817816,20.934456904676768,37.565389042353964,07306,Jersey City,Hudson County,NJ,545576.0,-0.1756671057681661,-0.3090340125191311,-0.3730015322409379,0.06278530534216115,0.09536160146327144,0.03146200324776405,-0.005230284331299018,0.10172076933107226,1.1,2026-07-31
803,29.12047305129179,3.489771359807461,-3.3208014087817816,21.07344003310499,37.167506069478584,07018,East Orange,Essex County,NJ,470327.0,0.036191582531234806,-0.45744794891958307,-0.06642700474506213,0.0557489762217959,0.12761888268284127,-0.24530265828895453,0.052858215150536125,0.023721868288588063,2.3,2026-07-31
804,28.99872140393304,3.369434416365824,-3.3208014087817816,16.943477478689463,41.05396532917661,10031,New York,New York County,NY,554814.0,-0.2687800487332265,-0.29224340635236956,-0.06492215783040756,0.0675440774220916,0.2502817925797849,-0.07926125877292806,-0.03512239280393992,-0.009859341718198869,1.0,2026-07-31
805,28.977460316352648,3.2490974729241873,-3.3208014087817816,22.28833560369782,35.66658502900747,07017,East Orange,Essex County,NJ,490332.0,0.061801461397506335,-0.4157941121672373,-0.15748528585108978,0.048288472010836365,0.23041994277985967,-0.2769430599979449,-0.04126786538085092,0.05650677774010075,2.3,2026-07-31
806,28.96943302952984,3.1287605294825513,-3.3208014087817816,19.523041429220186,38.41582462983949,07050,Orange,Essex County,NJ,473839.0,0.003726376152038219,-0.4500077923541568,-0.26692165723913597,0.05034288537160649,0.30923662188720225,-0.2643277019493049,-0.03128044449853462,-0.022856051878308484,2.4,2026-07-31
807,28.816092031999837,3.0084235860409145,-3.3208014087817816,20.687957611097083,36.94422645290259,10019,New York,New York County,NY,1229885.0,-0.29653936976773354,0.5037993707673323,-0.06217064038770914,0.04737838512906348,0.36866829225194553,0.29168980379709786,-0.017187166829620182,-0.03843851409465922,1.7,2026-07-31
808,28.658620339454078,2.888086642599278,-3.3208014087817816,27.091504504240383,30.225736174667773,11249,New York,Kings County,NY,1553651.0,-0.16614960302331702,0.7374866022993878,0.22125182047065195,0.04319992802476033,0.6461770705071455,0.10839749144090793,,,2.7,2026-07-31
809,28.63661472800605,2.7677496991576414,-3.3208014087817816,18.569701932480225,38.70352752353188,07107,Newark,Essex County,NJ,506994.0,-0.05825492709561039,-0.38237638718316624,0.05701824057324956,0.047642723708214804,0.4023209689582046,-0.36127203306411654,0.24458712191050758,0.012378685105759055,1.6,2026-07-31
